verify_relationship,chemical_name,disease_name,pmid,relationship_info
yes_direct,steroids,cryptococcosis,10498175,sudden rapid deterioration death rare consequences disseminated cryptococcosis steroids may worsen course diseasenan
no_relation,steroids,death,10498175,sudden rapid deterioration death rare consequences disseminated cryptococcosis steroids may worsen course diseasenan
no_relation,Midazolam,status epilepticus,10516875,midazolam treatment acute refractory status epilepticus nan
yes_direct,barbiturates,respiratory depression,10516875,refractory gcse often difficult treat traditional therapy barbiturates induces hypotension respiratory depression prolongs recoverynan
yes_direct,barbiturates,hypotension,10516875,refractory gcse often difficult treat traditional therapy barbiturates induces hypotension respiratory depression prolongs recoverynan
no_relation,barbiturates,GCSE,10516875,refractory gcse often difficult treat traditional therapy barbiturates induces hypotension respiratory depression prolongs recoverynan
no_relation,Midazolam,GCSE,10516875,midazolam particularly useful treating acute gcse imidazole ring open low ph allowing dissolved aqueous solution intramuscular injection closed physiologic ph increasing lipophilicity rendering good intramuscular absorption brain penetration fast onset actionnan
no_relation,imidazole,GCSE,10516875,midazolam particularly useful treating acute gcse imidazole ring open low ph allowing dissolved aqueous solution intramuscular injection closed physiologic ph increasing lipophilicity rendering good intramuscular absorption brain penetration fast onset actionnan
yes_direct,midazolam,less hypotension,10516875,refractory gcse continuous iv midazolam infusion mgkghr mgkg iv bolus effective advantages traditional therapies induces less hypotension cardiorespiratory depression easily titratednananother ambiguous one chemical induce less disease mean causes disease probably much
no_relation,midazolam,GCSE,10516875,refractory gcse continuous iv midazolam infusion mgkghr mgkg iv bolus effective advantages traditional therapies induces less hypotension cardiorespiratory depression easily titratednan
no_relation,midazolam,cardiorespiratory depression,10516875,refractory gcse continuous iv midazolam infusion mgkghr mgkg iv bolus effective advantages traditional therapies induces less hypotension cardiorespiratory depression easily titratednan
no_relation,13-cis-retinoic acid,high-risk neuroblastoma,10519894,treatment highrisk neuroblastoma intensive chemotherapy radiotherapy autologous bone marrow transplantation cisretinoic acid nan
no_relation,terbinafine,tinea pedis,10546490,effectiveness treatment severe tinea pedis terbinafine cream members japanese selfdefense forcesnan
no_relation,terbinafine,tinea pedis,10546490,clinical study conducted determine efficacy terbinafine cream severe cases tinea pedis nan
no_relation,terbinafine,tinea pedis,10546490,results suggested terbinafine cream beneficial topical antifungal cream severe tinea pedis nan
yes_direct,mibefradil,Tacrolimus toxicity,10549098,tacrolimus toxicity due drug interaction mibefradil patient liver transplantationnan
yes_direct,Tacrolimus,Tacrolimus toxicity,10549098,tacrolimus toxicity due drug interaction mibefradil patient liver transplantationnan
no_relation,cyclosporin A,psoriasis,10559581,effects cyclosporin immune activation markers patients active psoriasis nan
no_relation,cyclosporin A/CsA,psoriasis,10559581,objective work investigate presence cellular soluble activation molecules blood patients psoriasis responding local treatment study effect cyclosporin csa markersnan
no_relation,CsA,psoriasis,10559581,although evidence systemic immune activation psoriasis silr consistently increased activation marker related th immune response may used marker monitoring disease activity response treatment csa psoriatic patientsnan
no_relation,somatostatin,bleeding,10567788,efficacy somatostatin octreotide widely studied control bleeding oesophageal varicesnan
no_relation,octreotide,bleeding,10567788,efficacy somatostatin octreotide widely studied control bleeding oesophageal varicesnan
no_relation,somatostatin,bleeding/haemorrhage,10567788,results recent studies indicated somatostatin effective treatment control nonvariceal ugi bleeding highrisk patients ie haemorrhage cease spontaneously likely recurnan
no_relation,somatostatin,bleeding,10567788,efficacy somatostatin controlling bleeding patients nonvariceal ugi bleeding high risk mortality upon admission rebleeding following endoscopy coupled excellent safety tolerability profile suggests may valuable therapeutic option management nonvariceal bleeding nan
no_relation,triglycerides,Hypertensive,10585306,hypertensive patients microalbuminuria manifest greater levels blood pressure particularly night higher serum levels cholesterol triglycerides uric acid patients normal uaenan
no_relation,cholesterol,Hypertensive,10585306,hypertensive patients microalbuminuria manifest greater levels blood pressure particularly night higher serum levels cholesterol triglycerides uric acid patients normal uaenan
no_relation,uric acid,Hypertensive,10585306,hypertensive patients microalbuminuria manifest greater levels blood pressure particularly night higher serum levels cholesterol triglycerides uric acid patients normal uaenan
no_relation,perfluorooctanoic acid,hepatoma,10590214,effects rodent peroxisome proliferator hepatocarcinogen perfluorooctanoic acid apoptosis human hepatoma hepg cellsnan
no_relation,PFOA,hepatoblastoma,10590214,present study demonstrate treatment human hepatoblastoma hepg cells pfoa induces apoptosis well perturbs cell cyclenan
no_relation,propidium iodide,typical nucleosomal fragmentation,10590214,apoptosis characterized electron microscopy revealed typical nucleosomal fragmentation also observed dna ladder upon electrophoresis agarose quantitated using propidium iodide staining cellular dna terminal deoxynucleotidyl transferasemediated dutp nick end labeling tunel assaynan
yes_direct,PFOA,necrosis,10590214,findings indicate presence high concentrations pfoa long times hepg cells undergo primary secondary necrosis nan
no_relation,inositol,APS,10624568,data suggest strategy development therapeutic agents aps may based use small cyclic organic oligoanions inositol derivatives act ligands lysine residues pl binding site beta gpinan
no_relation,tyrosine,hematopoiesis,10640965,retrospective study conducted quantitate plasma levels cytokines regulating hematopoiesis namely stimulatory fmslike tyrosine kinase fltl stem cell factor scf inhibitory growth factors tumor necrosis factoralpha tnfalpha tumor growth factorbeta macrophage inflammatory protein mipalpha immunoassay patients enrolled clinical trials garden state cancer center belleville new jerseynan
no_relation,tyrosine,necrosis,10640965,retrospective study conducted quantitate plasma levels cytokines regulating hematopoiesis namely stimulatory fmslike tyrosine kinase fltl stem cell factor scf inhibitory growth factors tumor necrosis factoralpha tnfalpha tumor growth factorbeta macrophage inflammatory protein mipalpha immunoassay patients enrolled clinical trials garden state cancer center belleville new jerseynan
no_relation,tyrosine,tumor,10640965,retrospective study conducted quantitate plasma levels cytokines regulating hematopoiesis namely stimulatory fmslike tyrosine kinase fltl stem cell factor scf inhibitory growth factors tumor necrosis factoralpha tnfalpha tumor growth factorbeta macrophage inflammatory protein mipalpha immunoassay patients enrolled clinical trials garden state cancer center belleville new jerseynan
yes_indirect,isocyanates,asthma,10642416,animal studies suggested skin exposure isocyanates may important risk factor respiratory sensitization leading asthma nan
no_relation,steroids,structural damage,10646028,following steroids hydroxyurea administration lesions mri disappeared suggesting pathogenetic mechanism reversible cause significant structural damage nan
no_relation,hydroxyurea,structural damage,10646028,following steroids hydroxyurea administration lesions mri disappeared suggesting pathogenetic mechanism reversible cause significant structural damage nan
no_relation,Ramosetron,postoperative nausea and vomiting,10648342,ramosetron preventing postoperative nausea vomiting women undergoing gynecological surgerynan
no_relation,ramosetron,PONV/prevention of postoperative nausea and vomiting,10648342,prospective randomized doubleblinded placebocontrolled trial evaluated efficacy ramosetron three different doses  mg prevention postoperative nausea vomiting ponv gynecological surgerynan
no_relation,ramosetron,PONV,10648342,conclusion ramosetron mg effective antiemetic preventing ponv anesthesia female patients undergoing gynecological surgerynan
no_relation,ramosetron,postoperative nausea and vomiting,10648342,randomized doubleblinded placebocontrolled trial women found effective dose ramosetron preventing postoperative nausea vomiting gynecological surgery mgnan
no_relation,corticosteroids,bronchial asthma,10660975,study fluticasone propionate efficacy treatment patients bronchial asthma controlled inhaled corticosteroids nan
no_relation,fluticasone propionate,bronchial asthma,10660975,study fluticasone propionate efficacy treatment patients bronchial asthma controlled inhaled corticosteroidsnan
no_relation,corticosteroids,bronchial asthma/BA,10660975,aim study test fluticasone propionate fp efficacy treatment patients bronchial asthma ba controlled high doses mg inhaled corticosteroids nan
