boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,strongly suspect lethal anuria mainly due ifosfamide occurring patient received previous cisplatin chemotherapy poor kidney perfusion due transient hypotensionnan,2320800,ifosfamide,anuria
True,adriamycin adr potent anticancer drug known cause severe cardiac toxicity nan,8787689,ADR/Adriamycin,cardiac toxicity
False,longterm sulfamethoxazole trimethoprim wegeners granulomatosis nan,8417733,trimethoprim,Wegener's granulomatosis
False,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan,21482024,GEM/gemcitabine,cancer
True,herein report case young woman suffered recurrent metatarsal fractures context levodopa treated earlyonset parkinson's diseasenan,22875460,levodopa,fractures
False,suggested tardive cervical dystonia may clinically indistinguishable idiopathic form diagnosis rests solely documenting exposure dopamine antagonist medicationsnan,9613742,dopamine,dystonia
False,metformin use among individuals risk type diabetesnan,22399368,Metformin,type
True,patients hc cyclophosphamide ifosfamide negative bacterial cultures studied bkvnan,17805036,cyclophosphamide,HC
True,knockdown smac abrogated cisplatin induced apoptosis mitochondrial dysfunction cytochrome release caspase activationnan,21676925,cisplatin,mitochondrial dysfunction
True,results demonstrate 12(s)-hete shete activates erk fak signalling pathways thereby upregulates adhesion metastatic potential melanoma cellsnan,23664097,12(S)-HETE,adhesion
True,relationships plasma baseline predrug gaba concentrations cognitive impairments induced acute oral dose lorazepam  mg investigated healthy elderly individualsnan,15672555,lorazepam,cognitive impairments
True,tolerability profile generally consistent vegf receptor inhibitors axitinib associated numerically lower incidence palmarplantar erythrodysaesthesia cutaneous toxicity anaemia sorafenib phase iii trialnancutaneous toxicity toxicity,23190347,axitinib,toxicity
False,erlotinib epidermal growth factor receptor tyrosine kinase inhibitor egfrtki recently approved pancreatic cancer treatment reliable predictors patient responsenan,17457047,tyrosine,pancreatic cancer
True,conclusion hiv proteins nucleoside reverse transcriptase inhibitors nrtis cause axonal damage inducing mitochondrial injury rearrangement microtubulesnan,17505984,nucleoside,axonal damage
True,alcohol risk prostate cancer benign prostatic hyperplasia nan,15491708,Alcohol,prostatic hyperplasia
False,asthmatic patients  mean confidence interval received thiobarbiturate  received oxybarbiturate none  received propofol wheezed intubationnan,7741285,propofol,asthmatic
False,recurrent pneumothorax associated pulmonary nodules leflunomide therapy rheumatoid arthritis case report review literaturenan,19862529,leflunomide,rheumatoid arthritis
True,purpose anthracyclines daunorubicin doxorubicin epipodophyllotoxin etoposide potent dna cleavageenhancing drugs widely used clinical oncology however myelosuppression cardiac toxicity limit usenan,15897593,etoposide,cardiac toxicity
True,however oral corticosteroid users higher risk cataract personyearsnan,10808171,corticosteroid,cataract
False,taking vitro vivo results together study suggests maltolyl pcoumarate potentially effective candidate alzheimers disease characterized wide spread neuronal death progressive decline cognitive functionmaltolyl pcoumarate treating alzheimers disease causing one symptoms neuronal death alzheimers disease,17600377,maltolyl p-coumarate,neuronal death
False,intravitreal injection bevacizumab combined verteporfin photodynamic therapy choroidal neovascularization agerelated macular degeneration nan,18463509,verteporfin,age-related macular degeneration
True,presence pdea striatal output pathways may reduce incidence severity dopamine receptor antagonistlike side effects including extrapyramidal symptoms nan,17263185,dopamine,extrapyramidal symptoms
False,available options treatment bipolar disorder including mania hypomania depression maintenance elderly include lithium antiepileptics antipsychotics benzodiazepines antidepressants electroconvulsive therapy ect psychotherapynan,17296540,antidepressants,mania/bipolar disorder
True,cardiac cns toxicity levobupivacaine strengths evidence advantage bupivacainenan,11945112,levobupivacaine,toxicity
False,elucidate role dna repair phenomenon examined capacity murine baf lymphoid cells telabltransformed counterparts repair dna lesions caused gamma uvradiations anti cancer drug idarubicin nan,14987801,idarubicin,cancer
False,vitro activity moxifloxacin compared antimicrobials streptococci isolated iatrogenic oral bacteremia spainnan,15327647,moxifloxacin,iatrogenic oral bacteremia
False,previous reports suggested beneficial effects exogenous glutathione preservation renal function ischemic renal injury nan,7952483,glutathione,ischemic renal injury
False,report case hyperglycaemia lactic acidosis complicated turp syndrome caused massive absorption approximately litres sorbitol mannitol irrigation solutionnan,11493513,sorbitol,lactic acidosis
True,albuminuria significantly correlated blood urine hg nan,12018634,Hg,Albuminuria
True,primary aim study clarify efficacy opioid rotation morphine fentanyl symptom palliation morphine induced delirium nan,16043013,morphine,delirium
True,complete atrioventricular block associated dapsone therapy rare complication dapsone induced hypersensitivity syndromenan,19583683,dapsone,atrioventricular block
True,unusual behaviour could interpreted abnormal susceptibility atp patients could considered atp sensitive avb nan,24128810,ATP,AVB
True,pamidronate treatment associated considerable risk hypocalcemia even cases initially severe hypercalcemianan,16006300,Pamidronate,hypocalcemia
True,infarcts substantia nigra pars reticulata evoked prolonged pilocarpine induced status epilepticussentence follows structure chemicalinduced disease causes highlighted disease status epilepticus actually causing infarcts substantia nigra pars reticulata,8410052,pilocarpine,Infarcts in substantia nigra pars reticulata
True,demonstrated first time bombesin trophic hormone gastrinoma nan,1455308,bombesin,gastrinoma
True,investigation gastric duodenal mucosal defects caused lowdose aspirin patients ischemic heart diseasenan,18779739,aspirin,mucosal defects
False,desmopressin synthetic vasopressin analogue mainly used treatment diabetes insipidus nocturianan,15525445,vasopressin,diabetes insipidus
False,preclinical data indicate cisplatin sensitivity suggesting tumors may defects brca pathwaynanused treatment,21482494,cisplatin,tumors
True,bilateral optic neuropathy due combined ethambutol isoniazid treatmentnan,384871,isoniazid,Bilateral optic neuropathy
False,patients ifg hyperlipidaemia rosuvastatin treatment associated dosedependent increase insulin resistancenan,19691613,rosuvastatin,IFG
True,ssriinduced sexual dysfunction described fluoxetine paroxetine sertraline fluvoxamine weeks therapynan,9825088,sertraline,sexual dysfunction
False,capecitabine oral prodrug 5-fluorouracil used treatment adenocarcinoma colon nan,16796795,5-fluorouracil,adenocarcinoma of the colon
True,hand mydriasis tremor clonictonic convulsions evoked carbachol eserine significantly changed calcium chloridenan,6892185,eserine,tremor
False,pentoxifylline downregulates nitric oxide tumor necrosis factoralpha induced mycobacterial lipoarabinomannan macrophage cell linenan,11875767,nitric oxide,necrosis
True,combination lowdose aspirin thienopyridine exacerbates small bowel injury nan,21133822,thienopyridine,small bowel injury
False,mutants displayed reduced vancomycin daptomycin susceptibility phenotypic alterations eg thicker cell walls abnormal autolysis typical vivo visa mutantsnan,23539745,vancomycin,VISA
True,doseeffect structurefunction relationships doxorubicin cardiomyopathy doseeffect structurefunction relationships refer doxorubicin cardiomyopathy therefore conclude different doses doxorubicin different effects cardiomyopathy therefore doxorubicin causes cardiomyopathy,7282516,doxorubicin,cardiomyopathy
False,results suggest intravenous penicillin remains excellent choice therapy cases peritonsillar abscess requiring parenteral antibiotics drainagenan,9914550,penicillin,peritonsillar abscess
False,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headachenan,11336083,delapril,dizziness
True,report occurrence myoclonic seizure progressing generalized tonicclonic seizures zotepine along clear temporal association dose dependent modulation evident casenan,23543675,zotepine,myoclonic seizure
True,concentrations sufficient unconsciousness sevoflurane result consistent anteriorization alpha power relationship lowfrequency phase alpha amplitude frontal cortex undergo characteristic transitionsnan,25296108,sevoflurane,unconsciousness
